,Name,Composer,Name
1420,Heliopolis,Jay Beckenstein,Jazz
1421,It Doesn't Matter,Chet Catallo,Jazz
1422,Little Linda,Jeremy Wall,Jazz
1423,End Of Romanticism,Rick Strauss,Jazz
1424,Amanda,Luca Gusella,Jazz
1425,Despertar,Andrea Dulbecco,Jazz
1426,OAM's Blues,Aaron Goldberg,Jazz
1427,Enter Sandman,Apocalyptica,Metal
1428,Master Of Puppets,Apocalyptica,Metal
1429,Harvester Of Sorrow,Apocalyptica,Metal
1430,The Unforgiven,Apocalyptica,Metal
1431,Sad But True,Apocalyptica,Metal
1432,Creeping Death,Apocalyptica,Metal
1433,Wherever I May Roam,Apocalyptica,Metal
1434,Welcome Home (Sanitarium),Apocalyptica,Metal
1435,Intro/ Low Down,,Metal
1436,13 Years Of Grief,,Metal
1437,Stronger Than Death,,Metal
1438,All For You,,Metal
1439,Super Terrorizer,,Metal
1440,Phoney Smile Fake Hellos,,Metal
1441,Lost My Better Half,,Metal
1442,Bored To Tears,,Metal
1443,A.N.D.R.O.T.A.Z.,,Metal
1444,Born To Booze,,Metal
1445,World Of Trouble,,Metal
1446,No More Tears,,Metal
1447,The Begining... At Last,,Metal
1448,Heart Of Gold,,Metal
1449,Snowblind,,Metal
1450,Like A Bird,,Metal
1451,Blood In The Wall,,Metal
1452,The Beginning...At Last,,Metal
1453,Black Sabbath,,Metal
1454,The Wizard,,Metal
1455,Behind The Wall Of Sleep,,Metal
1456,N.I.B.,,Metal
1457,Evil Woman,,Metal
1458,Sleeping Village,,Metal
1459,Warning,,Metal
1460,Wheels Of Confusion / The Straightener,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal
1461,Tomorrow's Dream,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal
1462,Changes,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal
1463,FX,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal
1464,Supernaut,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal
1465,Snowblind,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal
1466,Cornucopia,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal
1467,Laguna Sunrise,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal
1468,St. Vitus Dance,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal
1469,Under The Sun/Every Day Comes and Goes,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal
1470,King In Crimson,Roy Z,Metal
1471,Chemical Wedding,Roy Z,Metal
1472,The Tower,Roy Z,Metal
1473,Killing Floor,Adrian Smith,Metal
1474,Book Of Thel,Eddie Casillas/Roy Z,Metal
1475,Gates Of Urizen,Roy Z,Metal
1476,Jerusalem,Roy Z,Metal
1477,Trupets Of Jericho,Roy Z,Metal
1478,Machine Men,Adrian Smith,Metal
1479,The Alchemist,Roy Z,Metal
1480,Realword,Roy Z,Metal
1481,Free Speech For The Dumb,Molaney/Morris/Roberts/Wainwright,Metal
1482,It's Electric,Harris/Tatler,Metal
1483,Sabbra Cadabra,Black Sabbath,Metal
1484,Turn The Page,Seger,Metal
1485,Die Die My Darling,Danzig,Metal
1486,Loverman,Cave,Metal
1487,Mercyful Fate,Diamond/Shermann,Metal
1488,Astronomy,A.Bouchard/J.Bouchard/S.Pearlman,Metal
1489,Whiskey In The Jar,Traditional,Metal
1490,Tuesday's Gone,Collins/Van Zandt,Metal
1491,The More I See,Molaney/Morris/Roberts/Wainwright,Metal
1492,Straight Out Of Line,Sully Erna,Metal
1493,Faceless,Sully Erna,Metal
1494,Changes,Sully Erna; Tony Rombola,Metal
1495,Make Me Believe,Sully Erna,Metal
1496,I Stand Alone,Sully Erna,Metal
1497,Re-Align,Sully Erna,Metal
1498,I Fucking Hate You,Sully Erna,Metal
1499,Releasing The Demons,Sully Erna,Metal
1500,Dead And Broken,Sully Erna,Metal
1501,I Am,Sully Erna,Metal
1502,The Awakening,Sully Erna,Metal
1503,Serenity,Sully Erna; Tony Rombola,Metal
1504,Civil War,Duff McKagan/Slash/W. Axl Rose,Metal
1505,14 Years,Izzy Stradlin'/W. Axl Rose,Metal
1506,Yesterdays,Billy/Del James/W. Axl Rose/West Arkeen,Metal
1507,Knockin' On Heaven's Door,Bob Dylan,Metal
1508,Get In The Ring,Duff McKagan/Slash/W. Axl Rose,Metal
1509,Shotgun Blues,W. Axl Rose,Metal
1510,Breakdown,W. Axl Rose,Metal
1511,Pretty Tied Up,Izzy Stradlin',Metal
1512,Locomotive,Slash/W. Axl Rose,Metal
1513,So Fine,Duff McKagan,Metal
1514,Estranged,W. Axl Rose,Metal
1515,You Could Be Mine,Izzy Stradlin'/W. Axl Rose,Metal
1516,Don't Cry,Izzy Stradlin'/W. Axl Rose,Metal
1517,My World,W. Axl Rose,Metal
1518,The Number Of The Beast,Steve Harris,Metal
1519,The Trooper,Steve Harris,Metal
1520,Prowler,Steve Harris,Metal
1521,Transylvania,Steve Harris,Metal
1522,Remember Tomorrow,Paul Di'Anno/Steve Harris,Metal
1523,Where Eagles Dare,Steve Harris,Metal
1524,Sanctuary,David Murray/Paul Di'Anno/Steve Harris,Metal
1525,Running Free,Paul Di'Anno/Steve Harris,Metal
1526,Run To The Hilss,Steve Harris,Metal
1527,2 Minutes To Midnight,Adrian Smith/Bruce Dickinson,Metal
1528,Iron Maiden,Steve Harris,Metal
1529,Hallowed Be Thy Name,Steve Harris,Metal
1530,Be Quick Or Be Dead,Bruce Dickinson/Janick Gers,Metal
1531,From Here To Eternity,Steve Harris,Metal
1532,Can I Play With Madness,Adrian Smith/Bruce Dickinson/Steve Harris,Metal
1533,Wasting Love,Bruce Dickinson/Janick Gers,Metal
1534,Tailgunner,Bruce Dickinson/Steve Harris,Metal
1535,The Evil That Men Do,Adrian Smith/Bruce Dickinson/Steve Harris,Metal
1536,Afraid To Shoot Strangers,Steve Harris,Metal
1537,Bring Your Daughter... To The Slaughter,Bruce Dickinson,Metal
1538,Heaven Can Wait,Steve Harris,Metal
1539,The Clairvoyant,Steve Harris,Metal
1540,Fear Of The Dark,Steve Harris,Metal
1541,2 Minutes To Midnight,Smith/Dickinson,Metal
1542,The Trooper,Harris,Metal
1543,Revelations,Dickinson,Metal
1544,Flight Of Icarus,Smith/Dickinson,Metal
1545,Rime Of The Ancient Mariner,,Metal
1546,Powerslave,,Metal
1547,The Number Of The Beast,Harris,Metal
1548,Hallowed Be Thy Name,Harris,Metal
1549,Iron Maiden,Harris,Metal
1550,Run To The Hills,Harris,Metal
1551,Running Free,Harris/Di Anno,Metal
1552,Tailgunner,Bruce Dickinson/Steve Harris,Metal
1553,Holy Smoke,Bruce Dickinson/Steve Harris,Metal
1554,No Prayer For The Dying,Steve Harris,Metal
1555,Public Enema Number One,Bruce Dickinson/David Murray,Metal
1556,Fates Warning,David Murray/Steve Harris,Metal
1557,The Assassin,Steve Harris,Metal
1558,Run Silent Run Deep,Bruce Dickinson/Steve Harris,Metal
1559,Hooks In You,Adrian Smith/Bruce Dickinson,Metal
1560,Bring Your Daughter... ...To The Slaughter,Bruce Dickinson,Metal
1561,Mother Russia,Steve Harris,Metal
1562,Where Eagles Dare,Steve Harris,Metal
1563,Revelations,Bruce Dickinson,Metal
1564,Flight Of The Icarus,Adrian Smith/Bruce Dickinson,Metal
1565,Die With Your Boots On,Adrian Smith/Bruce Dickinson/Steve Harris,Metal
1566,The Trooper,Steve Harris,Metal
1567,Still Life,David Murray/Steve Harris,Metal
1568,Quest For Fire,Steve Harris,Metal
1569,Sun And Steel,Adrian Smith/Bruce Dickinson,Metal
1570,To Tame A Land,Steve Harris,Metal
1571,Aces High,Harris,Metal
1572,2 Minutes To Midnight,Smith/Dickinson,Metal
1573,Losfer Words,Steve Harris,Metal
1574,Flash of The Blade,Dickinson,Metal
1575,Duelists,Steve Harris,Metal
1576,Back in the Village,Dickinson/Smith,Metal
1577,Powerslave,Dickinson,Metal
1578,Rime of the Ancient Mariner,Harris,Metal
1579,Intro,,Metal
1580,The Wicker Man,Adrian Smith/Bruce Dickinson/Steve Harris,Metal
1581,Ghost Of The Navigator,Bruce Dickinson/Janick Gers/Steve Harris,Metal
1582,Brave New World,Bruce Dickinson/David Murray/Steve Harris,Metal
1583,Wrathchild,Steve Harris,Metal
1584,2 Minutes To Midnight,Adrian Smith/Bruce Dickinson,Metal
1585,Blood Brothers,Steve Harris,Metal
1586,Sign Of The Cross,Steve Harris,Metal
1587,The Mercenary,Janick Gers/Steve Harris,Metal
1588,The Trooper,Steve Harris,Metal
1589,The Evil That Men Do,Adrian Smith/Bruce Dickinson/Steve Harris,Metal
1590,Moonchild,Adrian Smith; Bruce Dickinson,Metal
1591,Infinite Dreams,Steve Harris,Metal
1592,Can I Play With Madness,Adrian Smith; Bruce Dickinson; Steve Harris,Metal
1593,The Evil That Men Do,Adrian Smith; Bruce Dickinson; Steve Harris,Metal
1594,Seventh Son of a Seventh Son,Steve Harris,Metal
1595,The Prophecy,Dave Murray; Steve Harris,Metal
1596,The Clairvoyant,Adrian Smith; Bruce Dickinson; Steve Harris,Metal
1597,Only the Good Die Young,Bruce Dickinson; Harris,Metal
1598,Caught Somewhere in Time,Steve Harris,Metal
1599,Wasted Years,Adrian Smith,Metal
1600,Sea of Madness,Adrian Smith,Metal
1601,Heaven Can Wait,Steve Harris,Metal
1602,Stranger in a Strange Land,Adrian Smith,Metal
1603,Alexander the Great,Steve Harris,Metal
1604,De Ja Vu,David Murray/Steve Harris,Metal
1605,The Loneliness of the Long Dis,Steve Harris,Metal
1606,22 Acacia Avenue,Adrian Smith/Steve Harris,Metal
1607,Children of the Damned,Steve Harris,Metal
1608,Gangland,Adrian Smith/Clive Burr/Steve Harris,Metal
1609,Hallowed Be Thy Name,Steve Harris,Metal
1610,Invaders,Steve Harris,Metal
1611,Run to the Hills,Steve Harris,Metal
1612,The Prisoner,Adrian Smith/Steve Harris,Metal
1613,The Green Manalishi,,Metal
1614,Living After Midnight,,Metal
1615,Breaking The Law (Live),,Metal
1616,Hot Rockin',,Metal
1617,Heading Out To The Highway (Live),,Metal
1618,The Hellion,,Metal
1619,Electric Eye,,Metal
1620,You've Got Another Thing Comin',,Metal
1621,Turbo Lover,,Metal
1622,Freewheel Burning,,Metal
1623,Some Heads Are Gonna Roll,,Metal
1624,Metal Meltdown,,Metal
1625,Ram It Down,,Metal
1626,Diamonds And Rust (Live),,Metal
1627,Victim Of Change (Live),,Metal
1628,Tyrant (Live),,Metal
1629,Enter Sandman,"James Hetfield, Lars Ulrich and Kirk Hammett",Metal
1630,Sad But True,Ulrich,Metal
1631,Holier Than Thou,Ulrich,Metal
1632,The Unforgiven,"James Hetfield, Lars Ulrich and Kirk Hammett",Metal
1633,Wherever I May Roam,Ulrich,Metal
1634,Don't Tread On Me,Ulrich,Metal
1635,Through The Never,"James Hetfield, Lars Ulrich and Kirk Hammett",Metal
1636,Nothing Else Matters,Ulrich,Metal
1637,Of Wolf And Man,"James Hetfield, Lars Ulrich and Kirk Hammett",Metal
1638,The God That Failed,Ulrich,Metal
1639,My Friend Of Misery,"James Hetfield, Lars Ulrich and Jason Newsted",Metal
1640,The Struggle Within,Ulrich,Metal
1641,Helpless,Harris/Tatler,Metal
1642,The Small Hours,Holocaust,Metal
1643,The Wait,Killing Joke,Metal
1644,Crash Course In Brain Surgery,Bourge/Phillips/Shelley,Metal
1645,Last Caress/Green Hell,Danzig,Metal
1646,Am I Evil?,Harris/Tatler,Metal
1647,Blitzkrieg,Jones/Sirotto/Smith,Metal
1648,Breadfan,Bourge/Phillips/Shelley,Metal
1649,The Prince,Harris/Tatler,Metal
1650,Stone Cold Crazy,Deacon/May/Mercury/Taylor,Metal
1651,So What,Culmer/Exalt,Metal
1652,Killing Time,Sweet Savage,Metal
1653,Overkill,Clarke/Kilmister/Tayler,Metal
1654,Damage Case,Clarke/Farren/Kilmister/Tayler,Metal
1655,Stone Dead Forever,Clarke/Kilmister/Tayler,Metal
1656,Too Late Too Late,Clarke/Kilmister/Tayler,Metal
1657,Hit The Lights,"James Hetfield, Lars Ulrich",Metal
1658,The Four Horsemen,"James Hetfield, Lars Ulrich, Dave Mustaine",Metal
1659,Motorbreath,James Hetfield,Metal
1660,Jump In The Fire,"James Hetfield, Lars Ulrich, Dave Mustaine",Metal
1661,(Anesthesia) Pulling Teeth,Cliff Burton,Metal
1662,Whiplash,"James Hetfield, Lars Ulrich",Metal
1663,Phantom Lord,"James Hetfield, Lars Ulrich, Dave Mustaine",Metal
1664,No Remorse,"James Hetfield, Lars Ulrich",Metal
1665,Seek & Destroy,"James Hetfield, Lars Ulrich",Metal
1666,Metal Militia,"James Hetfield, Lars Ulrich, Dave Mustaine",Metal
1667,Ain't My Bitch,"James Hetfield, Lars Ulrich",Metal
1668,2 X 4,"James Hetfield, Lars Ulrich, Kirk Hammett",Metal
1669,The House Jack Built,"James Hetfield, Lars Ulrich, Kirk Hammett",Metal
1670,Until It Sleeps,"James Hetfield, Lars Ulrich",Metal
1671,King Nothing,"James Hetfield, Lars Ulrich, Kirk Hammett",Metal
1672,Hero Of The Day,"James Hetfield, Lars Ulrich, Kirk Hammett",Metal
1673,Bleeding Me,"James Hetfield, Lars Ulrich, Kirk Hammett",Metal
1674,Cure,"James Hetfield, Lars Ulrich",Metal
1675,Poor Twisted Me,"James Hetfield, Lars Ulrich",Metal
1676,Wasted My Hate,"James Hetfield, Lars Ulrich, Kirk Hammett",Metal
1677,Mama Said,"James Hetfield, Lars Ulrich",Metal
1678,Thorn Within,"James Hetfield, Lars Ulrich, Kirk Hammett",Metal
1679,Ronnie,"James Hetfield, Lars Ulrich",Metal
1680,The Outlaw Torn,"James Hetfield, Lars Ulrich",Metal
1681,Battery,J.Hetfield/L.Ulrich,Metal
1682,Master Of Puppets,K.Hammett,Metal
1683,The Thing That Should Not Be,K.Hammett,Metal
1684,Welcome Home (Sanitarium),K.Hammett,Metal
1685,Disposable Heroes,J.Hetfield/L.Ulrich,Metal
1686,Leper Messiah,C.Burton,Metal
1687,Orion,K.Hammett,Metal
1688,Damage Inc.,K.Hammett,Metal
1689,Fuel,"Hetfield, Ulrich, Hammett",Metal
1690,The Memory Remains,"Hetfield, Ulrich",Metal
1691,Devil's Dance,"Hetfield, Ulrich",Metal
1692,The Unforgiven II,"Hetfield, Ulrich, Hammett",Metal
1693,Better Than You,"Hetfield, Ulrich",Metal
1694,Slither,"Hetfield, Ulrich, Hammett",Metal
1695,Carpe Diem Baby,"Hetfield, Ulrich, Hammett",Metal
1696,Bad Seed,"Hetfield, Ulrich, Hammett",Metal
1697,Where The Wild Things Are,"Hetfield, Ulrich, Newsted",Metal
1698,Prince Charming,"Hetfield, Ulrich",Metal
1699,Low Man's Lyric,"Hetfield, Ulrich",Metal
1700,Attitude,"Hetfield, Ulrich",Metal
1701,Fixxxer,"Hetfield, Ulrich, Hammett",Metal
1702,Fight Fire With Fire,Metallica,Metal
1703,Ride The Lightning,Metallica,Metal
1704,For Whom The Bell Tolls,Metallica,Metal
1705,Fade To Black,Metallica,Metal
1706,Trapped Under Ice,Metallica,Metal
1707,Escape,Metallica,Metal
1708,Creeping Death,Metallica,Metal
1709,The Call Of Ktulu,Metallica,Metal
1710,Frantic,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metal
1711,St. Anger,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metal
1712,Some Kind Of Monster,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metal
1713,Dirty Window,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metal
1714,Invisible Kid,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metal
1715,My World,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metal
1716,Shoot Me Again,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metal
1717,Sweet Amber,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metal
1718,The Unnamed Feeling,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metal
1719,Purify,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metal
1720,All Within My Hands,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,Metal
1721,Blackened,"James Hetfield, Lars Ulrich & Jason Newsted",Metal
1722,...And Justice For All,"James Hetfield, Lars Ulrich & Kirk Hammett",Metal
1723,Eye Of The Beholder,"James Hetfield, Lars Ulrich & Kirk Hammett",Metal
1724,One,James Hetfield & Lars Ulrich,Metal
1725,The Shortest Straw,James Hetfield and Lars Ulrich,Metal
1726,Harvester Of Sorrow,James Hetfield and Lars Ulrich,Metal
1727,The Frayed Ends Of Sanity,"James Hetfield, Lars Ulrich and Kirk Hammett",Metal
1728,To Live Is To Die,"James Hetfield, Lars Ulrich and Cliff Burton",Metal
1729,Dyers Eve,"James Hetfield, Lars Ulrich and Kirk Hammett",Metal
1730,Ace Of Spades,Clarke/Kilmister/Taylor,Metal
1731,Love Me Like A Reptile,Clarke/Kilmister/Taylor,Metal
1732,Shoot You In The Back,Clarke/Kilmister/Taylor,Metal
1733,Live To Win,Clarke/Kilmister/Taylor,Metal
1734,Fast And Loose,Clarke/Kilmister/Taylor,Metal
1735,(We Are) The Road Crew,Clarke/Kilmister/Taylor,Metal
1736,Fire Fire,Clarke/Kilmister/Taylor,Metal
1737,Jailbait,Clarke/Kilmister/Taylor,Metal
1738,Dance,Clarke/Kilmister/Taylor,Metal
1739,Bite The Bullet,Clarke/Kilmister/Taylor,Metal
1740,The Chase Is Better Than The Catch,Clarke/Kilmister/Taylor,Metal
1741,The Hammer,Clarke/Kilmister/Taylor,Metal
1742,Dirty Love,Clarke/Kilmister/Taylor,Metal
1743,Please Don't Touch,Heath/Robinson,Metal
1744,Emergency,Dufort/Johnson/McAuliffe/Williams,Metal
1745,Bitter Pill,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,Metal
1746,Enslaved,Mick Mars/Nikki Sixx/Tommy Lee,Metal
1747,"Girls, Girls, Girls",Mick Mars/Nikki Sixx/Tommy Lee,Metal
1748,Kickstart My Heart,Nikki Sixx,Metal
1749,Wild Side,Nikki Sixx/Tommy Lee/Vince Neil,Metal
1750,Glitter,Bryan Adams/Nikki Sixx/Scott Humphrey,Metal
1751,Dr. Feelgood,Mick Mars/Nikki Sixx,Metal
1752,Same Ol' Situation,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,Metal
1753,Home Sweet Home,Nikki Sixx/Tommy Lee/Vince Neil,Metal
1754,Afraid,Nikki Sixx,Metal
1755,Don't Go Away Mad (Just Go Away),Mick Mars/Nikki Sixx,Metal
1756,Without You,Mick Mars/Nikki Sixx,Metal
1757,Smokin' in The Boys Room,Cub Coda/Michael Lutz,Metal
1758,Primal Scream,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,Metal
1759,Too Fast For Love,Nikki Sixx,Metal
1760,Looks That Kill,Nikki Sixx,Metal
1761,Shout At The Devil,Nikki Sixx,Metal
1762,I Don't Know,"O. Osbourne, R. Daisley, R. Rhoads",Metal
1763,Crazy Train,"O. Osbourne, R. Daisley, R. Rhoads",Metal
1764,Believer,"O. Osbourne, R. Daisley, R. Rhoads",Metal
1765,Mr. Crowley,"O. Osbourne, R. Daisley, R. Rhoads",Metal
1766,Flying High Again,"O. Osbourne, R. Daisley, R. Rhoads, L. Kerslake",Metal
1767,Relvelation (Mother Earth),"O. Osbourne, R. Daisley, R. Rhoads",Metal
1768,Steal Away (The Night),"O. Osbourne, R. Daisley, R. Rhoads",Metal
1769,Suicide Solution (With Guitar Solo),"O. Osbourne, R. Daisley, R. Rhoads",Metal
1770,Iron Man,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",Metal
1771,Children Of The Grave,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",Metal
1772,Paranoid,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",Metal
1773,Goodbye To Romance,"O. Osbourne, R. Daisley, R. Rhoads",Metal
1774,No Bone Movies,"O. Osbourne, R. Daisley, R. Rhoads",Metal
1775,Dee,R. Rhoads,Metal
1776,Soldier Side - Intro,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",Metal
1777,B.Y.O.B.,"Tankian, Serj",Metal
1778,Revenga,"Tankian, Serj",Metal
1779,Cigaro,"Tankian, Serj",Metal
1780,Radio/Video,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",Metal
1781,This Cocaine Makes Me Feel Like I'm On This Song,"Tankian, Serj",Metal
1782,Violent Pornography,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",Metal
1783,Question!,"Tankian, Serj",Metal
1784,Sad Statue,"Tankian, Serj",Metal
1785,Old School Hollywood,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",Metal
1786,Lost in Hollywood,"Tankian, Serj",Metal
1787,Still Of The Night,Sykes,Metal
1788,Here I Go Again,Marsden,Metal
1789,Is This Love,Sykes,Metal
1790,Love Ain't No Stranger,Galley,Metal
1791,Looking For Love,Sykes,Metal
1792,Now You're Gone,Vandenberg,Metal
1793,Slide It In,Coverdale,Metal
1794,Slow An' Easy,Moody,Metal
1795,Judgement Day,Vandenberg,Metal
1796,You're Gonna Break My Hart Again,Sykes,Metal
1797,The Deeper The Love,Vandenberg,Metal
1798,Crying In The Rain,Coverdale,Metal
1799,Fool For Your Loving,Marsden/Moody,Metal
1800,Sweet Lady Luck,Vandenberg,Metal
1801,Your Time Has Come,"Cornell, Commerford, Morello, Wilk",Alternative & Punk
1802,Out Of Exile,"Cornell, Commerford, Morello, Wilk",Alternative & Punk
1803,Be Yourself,"Cornell, Commerford, Morello, Wilk",Alternative & Punk
1804,Doesn't Remind Me,"Cornell, Commerford, Morello, Wilk",Alternative & Punk
1805,Drown Me Slowly,"Cornell, Commerford, Morello, Wilk",Alternative & Punk
1806,Heaven's Dead,"Cornell, Commerford, Morello, Wilk",Alternative & Punk
1807,The Worm,"Cornell, Commerford, Morello, Wilk",Alternative & Punk
1808,Man Or Animal,"Cornell, Commerford, Morello, Wilk",Alternative & Punk
1809,Yesterday To Tomorrow,"Cornell, Commerford, Morello, Wilk",Alternative & Punk
1810,Dandelion,"Cornell, Commerford, Morello, Wilk",Alternative & Punk
1811,#1 Zero,"Cornell, Commerford, Morello, Wilk",Alternative & Punk
1812,The Curse,"Cornell, Commerford, Morello, Wilk",Alternative & Punk
1813,Smoked Pork,,Alternative & Punk
1814,Body Count's In The House,,Alternative & Punk
1815,Now Sports,,Alternative & Punk
1816,Body Count,,Alternative & Punk
1817,A Statistic,,Alternative & Punk
1818,Bowels Of The Devil,,Alternative & Punk
1819,The Real Problem,,Alternative & Punk
1820,KKK Bitch,,Alternative & Punk
1821,D Note,,Alternative & Punk
1822,Voodoo,,Alternative & Punk
1823,The Winner Loses,,Alternative & Punk
1824,There Goes The Neighborhood,,Alternative & Punk
1825,Oprah,,Alternative & Punk
1826,Evil Dick,,Alternative & Punk
1827,Body Count Anthem,,Alternative & Punk
1828,Momma's Gotta Die Tonight,,Alternative & Punk
1829,Freedom Of Speech,,Alternative & Punk
1830,Maria,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1831,Poprocks And Coke,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1832,Longview,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1833,Welcome To Paradise,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1834,Basket Case,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1835,When I Come Around,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1836,She,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1837,J.A.R. (Jason Andrew Relva),Mike Dirnt -Words Green Day -Music,Alternative & Punk
1838,Geek Stink Breath,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1839,Brain Stew,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1840,Jaded,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1841,Walking Contradiction,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1842,Stuck With Me,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1843,Hitchin' A Ride,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1844,Good Riddance (Time Of Your Life),Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1845,Redundant,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1846,Nice Guys Finish Last,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1847,Minority,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1848,Warning,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1849,Waiting,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1850,Macy's Day Parade,Billie Joe Armstrong -Words Green Day -Music,Alternative & Punk
1851,Balada Do Louco,Arnaldo Baptista - Rita Lee,Alternative & Punk
1852,Ando Meio Desligado,Arnaldo Baptista - Rita Lee -  Sérgio Dias,Alternative & Punk
1853,Top Top,Os Mutantes - Arnolpho Lima Filho,Alternative & Punk
1854,Baby,Caetano Veloso,Alternative & Punk
1855,A E O Z,Mutantes,Alternative & Punk
1856,Panis Et Circenses,Caetano Veloso - Gilberto Gil,Alternative & Punk
1857,Chão De Estrelas,Orestes Barbosa-Sílvio Caldas,Alternative & Punk
1858,Vida De Cachorro,Rita Lee - Arnaldo Baptista - Sérgio Baptista,Alternative & Punk
1859,Bat Macumba,Gilberto Gil - Caetano Veloso,Alternative & Punk
1860,Desculpe Babe,Arnaldo Baptista - Rita Lee,Alternative & Punk
1861,Rita Lee,Arnaldo Baptista/Rita Lee/Sérgio Dias,Alternative & Punk
1862,"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho,Alternative & Punk
1863,Banho De Lua,B. de Filippi - F. Migliaci - Versão: Fred Jorge,Alternative & Punk
1864,Meu Refrigerador Não Funciona,Arnaldo Baptista - Rita Lee - Sérgio Dias,Alternative & Punk
1865,Collision,Jon Hudson/Mike Patton,Alternative & Punk
1866,Stripsearch,Jon Hudson/Mike Bordin/Mike Patton,Alternative & Punk
1867,Last Cup Of Sorrow,Bill Gould/Mike Patton,Alternative & Punk
1868,Naked In Front Of The Computer,Mike Patton,Alternative & Punk
1869,Helpless,Bill Gould/Mike Bordin/Mike Patton,Alternative & Punk
1870,Mouth To Mouth,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton,Alternative & Punk
1871,Ashes To Ashes,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,Alternative & Punk
1872,She Loves Me Not,Bill Gould/Mike Bordin/Mike Patton,Alternative & Punk
1873,Got That Feeling,Mike Patton,Alternative & Punk
1874,Paths Of Glory,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,Alternative & Punk
1875,Home Sick Home,Mike Patton,Alternative & Punk
1876,Pristina,Bill Gould/Mike Patton,Alternative & Punk
1877,Land Of Sunshine,,Alternative & Punk
1878,Caffeine,,Alternative & Punk
1879,Midlife Crisis,,Alternative & Punk
1880,RV,,Alternative & Punk
1881,Smaller And Smaller,,Alternative & Punk
1882,Everything's Ruined,,Alternative & Punk
1883,Malpractice,,Alternative & Punk
1884,Kindergarten,,Alternative & Punk
1885,Be Aggressive,,Alternative & Punk
1886,A Small Victory,,Alternative & Punk
1887,Crack Hitler,,Alternative & Punk
1888,Jizzlobber,,Alternative & Punk
1889,Midnight Cowboy,,Alternative & Punk
